state,location,notices,workers,reason,kind,census_name,resolved_to,confidence,elsewhere,outcome,gate,note
TN,Blount and Knox County,1,57,no matching place,multiple,,,0.99,,staged,multiple,Two counties: Blount and Knox
CT,"Waterbury, Naugatuck",1,56,2 distinct places named,multiple,,,0.99,,staged,multiple,Two cities: Waterbury and Naugatuck
IL,"209 N Bridge St Eleroy, IL 61027",1,56,no matching place,place,Eleroy,,0.99,,staged,did not resolve,Eleroy is a village in Illinois
LA,"1541 Kings Hwy Shreveport, LA 71103 Ochsner Monroe FNS-ABM 4864 Jackson Street Monroe, LA 71202 Ochsner – Various locations (Jefferson, Algiers, Belle Chase, Kenner, Metairie, New Orleans and Lacomb)",1,56,4 distinct places named,multiple,,,0.99,,staged,multiple,"Multiple locations: Shreveport, Monroe, Jefferson, Algiers, Belle Chase, Kenner, Metairie, New Orleans, Lacomb"
MD,"48542 Haney Road Bldg. 2657 Patuxent River, MD 20670",1,56,no matching place,county,St. Mary's County,St. Mary's County,0.95,,staged,county-level,Patuxent River is an unincorporated community in St. Mary's County
NY,Selkirk,1,56,no matching place,county,Albany County,Albany County,0.95,,staged,county-level,unincorporated community in Albany County
WI,"Richfield, Wauwatosa",1,56,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Richfield and Wauwatosa
AL,Mount Meigs,1,55,no matching place,county,Montgomery County,Montgomery County,0.9,,staged,county-level,unincorporated community in Montgomery County
IN,"Elkhart, Fort Wayne, Merrillville, Michigan City, Mishawaka, Portage, Schererville, South Bend",1,55,7 distinct places named,multiple,,,1.0,,staged,multiple,eight distinct Indiana cities
MD,"306 Sentinel Drive, Suite 500, Annapolis Junction, MD 20701",1,55,no matching place,county,Anne Arundel County,Anne Arundel County,0.95,,staged,county-level,Annapolis Junction is a CDP in Anne Arundel County
MD,"336 Clubhouse Road Hunt Valley, MD 21031",1,55,no matching place,county,Baltimore County,,0.95,,staged,did not resolve,"Hunt Valley is an unincorporated community in Baltimore County, MD."
MI,Ottawa Lake,1,55,no matching place,county,Monroe County,Monroe County,0.95,,staged,county-level,"Ottawa Lake is an unincorporated community in Monroe County, MI."
VA,Crystal City VA,1,55,no matching place,county,Arlington County,Arlington County,0.95,"KS,ME,MI,MN,MO,ND,NM,TX,WI",staged,county-level,"Crystal City is a neighborhood in Arlington County, VA."
VA,"Hampton, Virginia Beach, Chesapeake, Newport News, Portsmouth, Suffolk, Yorktown, Franklin, Stafford VA",1,55,8 distinct places named,multiple,,,1.0,,staged,multiple,Lists multiple distinct cities and counties.
WI,FRANKSVILLE,1,55,no matching place,county,Racine County,Racine County,0.95,,staged,county-level,"Franksville is an unincorporated community in Racine County, WI."
AL,Green Pond,1,54,no matching place,county,Bibb County,Bibb County,0.95,,staged,county-level,"Green Pond is an unincorporated community in Bibb County, AL."
MD,"705 Digital Drive, Suite V Linthicum Heights, MD 21090",1,54,no matching place,county,Anne Arundel County,Anne Arundel County,0.95,,staged,county-level,"Linthicum Heights is a CDP, not incorporated; site is in Anne Arundel County"
UT,Draper and Bluffdale,1,54,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct cities: Draper and Bluffdale
VA,Tysons Corner VA,1,54,no matching place,county,Fairfax County,,0.95,,staged,did not resolve,Tysons Corner is a CDP in Fairfax County
CA,Corona del Mar,1,53,no matching place,county,Orange County,,0.7,,staged,below threshold 0.8,"Corona del Mar is a neighborhood in Newport Beach, but not an incorporated place; county level"
GA,Red Oak,1,53,no matching place,county,Henry County,Henry County,0.9,"IA,NC,OK,TX",staged,county-level,Red Oak is a CDP in Henry County
LA,"9203 Highway 23 Belle Chase, LA 70037",1,53,no matching place,county,Plaquemines Parish,Plaquemines Parish,0.95,,staged,county-level,Belle Chasse is a CDP in Plaquemines Parish
SD,"Rapid City, Sioux Falls",1,53,2 distinct places named,multiple,"Rapid City, Sioux Falls",,0.99,,staged,multiple,Two distinct cities named
WI,"Milwaukee, Cudahy, Brown Deer",1,53,2 distinct places named,multiple,"Milwaukee, Cudahy, Brown Deer",,0.99,,staged,multiple,Three distinct cities named
GA,Rex,1,52,no matching place,county,Clayton County,Clayton County,0.9,"NC,SD",staged,county-level,Rex is an unincorporated community in Clayton County
MA,"Attleboro, Brockton, Fall River, New Bedford & Taunton, MA, Southeast",1,52,5 distinct places named,multiple,"Attleboro, Brockton, Fall River, New Bedford, Taunton",,0.99,,staged,multiple,Five distinct places named
NJ,SEABROOK,1,52,no matching place,county,Cumberland County,Cumberland County,0.8,"MA,MD,NH,SC,TX",staged,county-level,Seabrook is an unincorporated community in Cumberland County
NY,Freeport/Franklin Square/Westbury,1,52,3 distinct places named,multiple,"Freeport, Franklin Square, Westbury",,0.99,,staged,multiple,Three distinct places named
TN,"Anderson, Blount, Davidson, Hamblen, Hamilton, Knox, Madison, Maury, Putnam, Rutherford, Sumner, Washington, Williamson, Wilson County",1,52,2 distinct places named,multiple,,,0.99,,staged,multiple,List of multiple counties
CA,Point Mugu,2,51,no matching place,county,Ventura County,Ventura County,0.99,,staged,county-level,"Naval air station, unincorporated"
CO,"Pikes Peak, Arapahoe/Douglas, Denver, Larimer",1,51,2 distinct places named,multiple,,,0.99,,staged,multiple,"Mountain, counties, and city"
LA,"400 Russell Avenue Belle Chase, LA 70143",1,51,no matching place,county,Plaquemines Parish,Plaquemines Parish,0.99,,staged,county-level,Unincorporated community Belle Chasse
LA,"415 Davis Ave East Barksdale, LA 71110",1,51,no matching place,county,Bossier Parish,Bossier Parish,0.9,,staged,county-level,"East Barksdale area, likely Barksdale AFB"
MD,"4500 Forbes Blvd., Suite 300 Lanham, MD 20706 and 8800 Greenbelt Road Greenbelt, MD 20771",1,51,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct locations: Lanham and Greenbelt
MI,"Detroit, Michigan; Flint, Michigan; Freeland, Michigan; Kalamazoo, Michigan; Livonia, Michigan; and Traverse City, Michigan",1,51,5 distinct places named,multiple,,,1.0,,staged,multiple,"Six distinct places named: Detroit, Flint, Freeland, Kalamazoo, Livonia, Traverse City"
GA,Fort Mcpherson,1,50,no matching place,county,Fulton County,Fulton County,0.95,,staged,county-level,"Fort McPherson (spelled Mcpherson) is in Fulton County, Georgia"
MA,"Boston, Cambridge, Brookline & Burlington",1,50,4 distinct places named,multiple,,,0.99,,staged,multiple,"Four distinct places: Boston, Cambridge, Brookline, Burlington"
MD,"11333 McCormick Road, Hunt Valley",1,50,no matching place,county,Baltimore County,,0.9,,staged,did not resolve,"Hunt Valley is in Baltimore County, Maryland"
MD,"1500 Shipyard Road Sparrows Point, MD 21219",1,50,no matching place,county,Baltimore County,,0.95,,staged,did not resolve,"Address in Sparrows Point, which is in Baltimore County, not an incorporated place."
ME,Coopers Mills,1,50,no matching place,county,Lincoln County,Lincoln County,0.9,,staged,county-level,Coopers Mills is an unincorporated community in Lincoln County.
MI,Brownstown Township,1,50,no matching place,place,Brownstown Township,,0.9,,staged,did not resolve,Brownstown Township is a charter township in Wayne County.
MI,"Brownstown Township, Michigan",1,50,no matching place,place,Brownstown Township,,0.9,,staged,did not resolve,Same as id=3.
MI,"Romulus, Livonia, Brownstown Township, Monroe Counties: Wayne, Monroe, Number Affected: 50",1,50,2 distinct places named,multiple,,,1.0,,staged,multiple,"Lists multiple towns and counties: Romulus, Livonia, Brownstown Township, and counties Wayne and Monroe."
OH,Carroll (Fairfield),1,50,2 distinct places named,multiple,,,1.0,,staged,multiple,Carroll and Fairfield are two distinct places.
WI,"Appleton, Eau Claire, Milwaukee, St. Francis",1,50,4 distinct places named,multiple,,,1.0,,staged,multiple,"Four distinct places: Appleton, Eau Claire, Milwaukee, St. Francis."
WI,Hubertus,1,50,no matching place,county,Washington County,Washington County,0.95,,staged,county-level,unincorporated community in Washington County
CA,NEWHALL,1,49,no matching place,county,Los Angeles County,Los Angeles County,0.95,IA,staged,county-level,"neighborhood in Santa Clarita, Los Angeles County"
IN,Edinburg,1,49,no matching place,place,Edinburg,,0.98,,staged,did not resolve,town in Johnson County
CA,Clairemont,1,48,no matching place,county,San Diego County,San Diego County,0.95,,staged,county-level,neighborhood in San Diego County
MD,"7556 Teague Road, Suite 300, Hanover, MD",1,48,no matching place,county,Anne Arundel County,Anne Arundel County,0.95,"AL,IL,IN,KS,MA,ME,MI,MN,NE,NH,NJ,NM,NY,OH,PA,VA,WI",staged,county-level,unincorporated community in Anne Arundel County
MI,"Grand Rapids, Michigan; and Wyoming, Michigan",1,48,2 distinct places named,multiple,,,1.0,,staged,multiple,Two places: Grand Rapids and Wyoming
MN,Togo,1,48,no matching place,county,Itasca County,,0.7,,staged,below threshold 0.8,Togo is an unincorporated community in Itasca County
WI,Appleton & DePere,1,48,2 distinct places named,multiple,,,1.0,,staged,multiple,Two places: Appleton and De Pere
WI,Meonomie Falls,1,48,no matching place,place,Menomonee Falls,,0.7,,staged,below threshold 0.8,Likely misspelling of Menomonee Falls
MA,"Pittsfield, Lenox, West",1,47,2 distinct places named,multiple,,,0.8,,staged,multiple,At least two places: Pittsfield and Lenox; 'West' ambiguous
NJ,NEWARK/PAULSBORO,1,47,2 distinct places named,multiple,,,1.0,,staged,multiple,Two places: Newark and Paulsboro
NJ,"West New York, Fort Lee, Morristown, Whiting Commons",1,47,3 distinct places named,multiple,,,0.9,,staged,multiple,"At least three places: West New York, Fort Lee, Morristown; Whiting Commons unclear"
VA,"Arlington, Alexandria, Dale City, Fairfax, Falls Church, Leesburg, Springfield, Woodbridge, Manassas VA",1,46,9 distinct places named,multiple,,,0.99,,staged,multiple,List of 9 distinct places
CA,Big Sur,1,45,no matching place,county,Monterey County,Monterey County,0.99,,staged,county-level,Unincorporated community Big Sur
MO,SpringfieldOzarkNixaLee’s SummitOakville,1,45,no matching place,multiple,,,0.95,,staged,multiple,Concatenated city names in MO
KY,Daviess/ Hancock,2,44,no matching place,multiple,,,0.95,,staged,multiple,Two counties: Daviess and Hancock
MO,CarthageColumbiaO'FallonRepublicSedalia,1,44,no matching place,multiple,,,0.95,,staged,multiple,"Multiple places: Carthage, Columbia, O'Fallon, Republic, Sedalia"
VA,"Fairfax, Alexandria & Reston VA",1,44,2 distinct places named,multiple,,,0.99,,staged,multiple,"Three places: Fairfax, Alexandria, Reston"
VA,"Norfolk, Portsmouth, Hampton, Chesapeake VA",1,44,4 distinct places named,multiple,,,0.99,,staged,multiple,"Four places: Norfolk, Portsmouth, Hampton, Chesapeake"
VA,"Vienna, Sterling, Alexandria & Leesburg VA",1,44,3 distinct places named,multiple,,,0.99,,staged,multiple,"Four places: Vienna, Sterling, Alexandria, Leesburg"
MI,"Canton, Charlotte, Clare, Gaylord, Jackson, St. Johns, Three Rivers",1,43,6 distinct places named,multiple,,,0.99,,staged,multiple,7 distinct places named
NY,Rensselaer\Saratoga,1,43,no matching place,multiple,,,0.99,,staged,multiple,Two counties: Rensselaer and Saratoga
NY,Sterling Forest,1,42,no matching place,county,Orange County,,0.7,,staged,below threshold 0.8,"Sterling Forest is an unincorporated area in Orange County, NY"
VA,"Chesapeake, VA Beach, Newport News, Portsmouth & Hampton VA",1,42,4 distinct places named,multiple,,,0.99,,staged,multiple,5 distinct cities in Virginia
WA,"Camas, Vancouver",1,42,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Camas and Vancouver
WA,"Seattle, Shelton",1,42,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Seattle and Shelton
GA,Ft Gordon,2,41,no matching place,place,Fort Gordon,,0.9,,staged,did not resolve,"US Army base, also a CDP"
GA,Hunter Army Airfiel,1,41,no matching place,county,Chatham County,Chatham County,0.8,,staged,county-level,"Military airfield in Chatham County, GA"
MI,"Sterling Heights, Michigan and Livonia, Michigan",1,41,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Sterling Heights and Livonia
NY,Laurelton,2,41,no matching place,county,Queens County,Queens County,0.9,PA,staged,county-level,"Neighborhood in Queens County, NY"
IN,Westfield and Terre Haute,1,40,2 distinct places named,multiple,,,0.99,,staged,multiple,two distinct places named
MA,"East Taunton, MA, Southeast",1,40,no matching place,county,Bristol County,Bristol County,0.8,"IN,NY",staged,county-level,East Taunton is an unincorporated community in Bristol County
MD,"1352 ""A"" Charwood Road, Hanover, MD",1,40,no matching place,county,Anne Arundel County,Anne Arundel County,0.9,"AL,IL,IN,KS,MA,ME,MI,MN,NE,NH,NJ,NM,NY,OH,PA,VA,WI",staged,county-level,"Hanover is an unincorporated CDP, not an incorporated place"
MD,"9070 Junction Drive, Suite E Annapolis Junction, MD 20701",1,40,no matching place,county,Anne Arundel County,Anne Arundel County,0.9,,staged,county-level,Annapolis Junction is an unincorporated community
NY,Tomkins Cove,1,40,no matching place,county,Rockland County,Rockland County,0.9,,staged,county-level,Tomkins Cove is a hamlet in Rockland County
SD,Aberdeen/Sioux Falls/Yankton,1,40,2 distinct places named,multiple,,,0.99,,staged,multiple,three distinct places named
NJ,West Trenton,1,39,no matching place,county,Mercer County,Mercer County,0.9,,staged,county-level,West Trenton is an unincorporated community in Mercer County
IN,"Gary, Fort Wayne & Indianapolis",1,38,3 distinct places named,multiple,,,0.99,,staged,multiple,3 distinct places named
VA,"Lynchburg, Richmond, Colonial Heights, Mechanicsville, Emporia, Chester, Petersburg, Farmville VA",1,38,8 distinct places named,multiple,,,0.99,,staged,multiple,8 distinct places named
WI,"Madison, Deforest",1,38,2 distinct places named,multiple,,,0.99,,staged,multiple,2 distinct places named
CA,La Canada,1,37,no matching place,place,La Cañada Flintridge,,0.7,,staged,below threshold 0.8,"Likely refers to La Cañada Flintridge, CA"
CA,Pacific Palisades,1,37,no matching place,county,Los Angeles County,Los Angeles County,0.99,,staged,county-level,"Pacific Palisades is a neighborhood within Los Angeles, in Los Angeles County"
IN,Pekin,1,37,no matching place,place,Pekin,,0.9,,staged,did not resolve,Town in Indiana
UT,Draper & St. George,1,37,2 distinct places named,multiple,"Draper, St. George",,0.99,,staged,multiple,two distinct cities in Utah
CA,EAST RANCHO DOMINGUE,3,36,no matching place,county,Los Angeles County,Los Angeles County,0.8,,staged,county-level,"likely East Rancho Dominguez, an unincorporated CDP in Los Angeles County (typo in string)"
WI,Pickett,1,36,no matching place,county,Winnebago County,Winnebago County,0.85,OK,staged,county-level,"Pickett is an unincorporated community in Winnebago County, Wisconsin"
CA,Anaheim Hills,2,35,no matching place,place,Anaheim,,0.7,,staged,below threshold 0.8,Anaheim Hills is a neighborhood within Anaheim city
CA,Bernardo Heights,1,35,no matching place,place,San Diego,,0.6,,staged,below threshold 0.8,Bernardo Heights is a neighborhood within San Diego city
MD,"307 International Circle, Suite 600, Hunt Valley, MD",1,35,no matching place,county,Baltimore County,,0.9,,staged,did not resolve,Hunt Valley is an unincorporated community in Baltimore County
MD,"525 Progress Drive, Suite K, Linthicum Heights, MD 21090",1,35,no matching place,county,Anne Arundel County,Anne Arundel County,0.9,,staged,county-level,Linthicum Heights is an unincorporated community in Anne Arundel County
MD,"6201 Security Blvd Woodlawn, MD 21207",1,35,name matches more than one place,county,Baltimore County,,0.85,,staged,did not resolve,Woodlawn is an unincorporated community in Baltimore County
MI,"Detroit, Michigan and Saline, Michigan",1,35,2 distinct places named,multiple,,,0.99,,staged,multiple,Names two distinct places: Detroit and Saline
NJ,Parlin,1,35,no matching place,county,Middlesex County,Middlesex County,0.9,,staged,county-level,Parlin is an unincorporated community in Middlesex County
WA,"Centralia, Chehalis",1,35,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Centralia and Chehalis
WI,Shell Lake and New Richmond,1,35,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Shell Lake and New Richmond
GA,St. Simons Island,1,34,no matching place,county,Glynn County,Glynn County,0.95,,staged,county-level,St. Simons Island is an unincorporated community in Glynn County
IN,"Lawrenceburg,Merrillville,Valparaiso &Crown Point",1,34,2 distinct places named,multiple,,,0.99,,staged,multiple,"Four distinct places: Lawrenceburg, Merrillville, Valparaiso, Crown Point"
MD,"45 Schilling Road Hunt Valley, MD 21031",1,34,no matching place,county,Baltimore County,,0.95,,staged,did not resolve,Hunt Valley is an unincorporated community in Baltimore County
VA,"Fairfax, Reston VA",1,34,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct places: Fairfax and Reston
WI,Janesville & Beloit,1,34,2 distinct places named,multiple,,,0.99,,staged,multiple,2 distinct places named
MD,"7539 Harmans Road Harmans, MD 21077",1,33,no matching place,place,Harmans,,0.9,,staged,did not resolve,Address in Harmans CDP
VA,"Staunton, Charlottesville, Lynchburg & Harrisonburg VA",1,33,4 distinct places named,multiple,,,0.99,,staged,multiple,4 distinct places named
MO,FentonO'FallonRaymore,1,32,no matching place,multiple,,,0.99,,staged,multiple,"Three places: Fenton, O'Fallon, Raymore"
NY,Celeron,1,32,no matching place,place,Celeron,,0.95,,staged,did not resolve,"Village in Chautauqua County, New York"
WI,"Eau Claire, Marshfield, Rice Lake, Wausau",1,32,3 distinct places named,multiple,,,0.99,,staged,multiple,Four distinct cities in Wisconsin
WA,Peshastin,1,31,no matching place,county,Chelan County,Chelan County,0.9,,staged,county-level,"Unincorporated community in Chelan County, Washington"
CA,Camp Pendleton,1,30,no matching place,county,San Diego County,San Diego County,0.95,,staged,county-level,Marine Corps base in San Diego County
MD,"725 Pittman Road Curtis Bay, Md 21226",1,30,no matching place,place,Curtis Bay,,0.85,,staged,did not resolve,"Census-designated place in Anne Arundel County, Maryland"
WA,Tulalip,1,30,no matching place,place,Tulalip,,0.9,,staged,did not resolve,"Census-designated place in Snohomish County, Washington"
WI,"Dresser, Osceola",1,30,2 distinct places named,multiple,,,0.99,,staged,multiple,"Two villages in Polk County, Wisconsin"
IL,"1901 1st Ave., Sterling 61081 1013 Franklin Grove, Dixon 61021 1261 IL-38 Nechusa, IL 61057",1,29,no matching place,multiple,,,0.99,,staged,multiple,Multiple locations in Illinois
MD,"979 Corporate Blvd. Linthicum Heights, MD 21090",1,28,no matching place,place,Linthicum Heights,,0.99,,staged,did not resolve,Address in Linthicum Heights CDP
MI,"Baraga, Michigan; Marquette, Michigan; and Marenisco, Michigan",1,28,3 distinct places named,multiple,,,0.99,,staged,multiple,"Baraga, Marquette, Marenisco"
WA,"Spokane, Vancouver, and Renton",1,28,2 distinct places named,multiple,,,0.99,,staged,multiple,"Spokane, Vancouver, Renton"
WI,Silver Lake,1,28,no matching place,place,Silver Lake,,0.9,,staged,did not resolve,"Silver Lake, WI (village or town)"
WI,"Wautoma, Portage, Delevan, Milwaukee, Sheboygan, Madison, Appleton, Fond du Lac, Beloit, Janesville, West Bend, Green Bay, Eau Claire, Wausau, Marinette, Hudson, Racine, Marshfield, Superior, Shawano",1,28,18 distinct places named,multiple,,,0.99,,staged,multiple,18 cities listed
LA,"6970 W. 70th St. Shreveport, LA 71129 17021 Aldine Westfield Road Houston, TX 77073",1,28,"address is in TX, not LA",multiple,,,0.99,,staged,multiple,"Names Shreveport, LA and Houston, TX"
AK,"Anchorage, Juneau, and Fairbanks",1,27,3 distinct places named,multiple,,,0.99,,staged,multiple,"Anchorage, Juneau, Fairbanks"
CA,POINT MUGU,3,27,no matching place,county,Ventura County,Ventura County,0.95,,staged,county-level,Point Mugu is a military base in Ventura County
VA,"Ashburn, Arlington, Dulles & Springfield VA",1,27,2 distinct places named,multiple,,,0.9,,staged,multiple,"Lists multiple places: Ashburn, Arlington, Dulles, Springfield"
VA,"Springfield, Sterling, Woodbridge VA",1,27,3 distinct places named,multiple,,,0.9,,staged,multiple,"Lists multiple places: Springfield, Sterling, Woodbridge"
MD,"6200 Baltimore Avenue Riverdale, MD 20737",1,26,no matching place,place,Riverdale,,0.7,,staged,did not resolve,"Riverdale, MD likely"
VA,"Lorton, Manassas, & Springfield VA",1,26,2 distinct places named,multiple,,,0.98,,staged,multiple,Three distinct places listed
MA,"Chestnut Hill, Dedham & Wellesley",1,25,2 distinct places named,multiple,,,0.98,,staged,multiple,Three distinct places listed
MD,"101 Schilling Road, Hunt Valley, MD 21031",1,25,no matching place,county,Baltimore County,,0.95,,staged,did not resolve,Unincorporated community in Baltimore County
MI,West Bloomfield,1,25,no matching place,place,West Bloomfield,,0.95,,staged,did not resolve,Charter township in Michigan
OH,Harrison/Hamilton,1,25,2 distinct places named,multiple,Harrison; Hamilton,,0.95,,staged,multiple,Two distinct places named: Harrison and Hamilton in Ohio
GA,Bonaire,1,24,no matching place,county,Houston County,Houston County,0.9,,staged,county-level,Bonaire is an unincorporated community in Houston County
GA,FORTSON,1,24,no matching place,county,Muscogee County,Muscogee County,0.9,,staged,county-level,Fortson is an unincorporated community in Muscogee County
MD,"1945 Reservoir Road Sparrows Point, MD 21219",1,24,no matching place,county,Baltimore County,,0.9,,staged,did not resolve,Sparrows Point is a neighborhood in Baltimore County
MI,Commerce Township,1,24,no matching place,place,Commerce Township,,0.95,,staged,did not resolve,Commerce Township is an incorporated township in Michigan
NJ,MONTVALE/PARK RIDGE,1,24,2 distinct places named,multiple,Montvale; Park Ridge,,0.95,,staged,multiple,Two distinct places named
TN,"Davidson, Hamilton, and Shelby County",1,24,no matching place,multiple,Davidson County; Hamilton County; Shelby County,,0.95,,staged,multiple,Three distinct counties named
CT,"WindsorLocks,Danbury,New Haven",1,23,2 distinct places named,multiple,"Windsor Locks, Danbury, New Haven",,0.99,,staged,multiple,Three distinct places named
MD,"10 Warren Road #220 Hunt Valley, MD 21030",1,23,no matching place,county,Baltimore County,,0.95,,staged,did not resolve,Hunt Valley is an unincorporated community in Baltimore County
MD,"Tunnel 9 at Moffett Road, Silver Springs, MD 20904",1,23,no matching place,county,Montgomery County,Montgomery County,0.95,"AK,FL,NV,NY",staged,county-level,"Silver Springs is a typo for Silver Spring, an unincorporated community in Montgomery County"
TN,"Washington, Madison, Wilson County",1,23,no matching place,multiple,"Washington, Madison, Wilson",,0.85,,staged,multiple,"Likely three counties in Tennessee: Washington, Madison, Wilson"
VA,Hampton & Chesapeake VA,1,23,2 distinct places named,multiple,"Hampton, Chesapeake",,0.99,,staged,multiple,Two independent cities in Virginia
PA,"Bucks, Philadelphia, Montgomery, Delaware, Allegheny, Northampton and Chester",1,22,4 distinct places named,multiple,,,1.0,,staged,multiple,list of counties
WI,"Baraboo, Wisconsin Dells, Spring Green, Reedsburg",1,22,4 distinct places named,multiple,,,1.0,,staged,multiple,list of places
MD,"10820 Gilroy Road Hunt Valley, MD 21031",1,21,no matching place,county,Baltimore County,,0.8,,staged,did not resolve,unincorporated community Hunt Valley
MD,"2190 Urbana Pike Ijamsville, MD 21754",1,21,no matching place,county,Frederick County,Frederick County,0.8,,staged,county-level,unincorporated community Ijamsville
MD,Rockville and Landover,1,21,2 distinct places named,multiple,,,1.0,,staged,multiple,Rockville and Landover
NY,Franklin Park,1,21,no matching place,county,Erie County,,0.6,,staged,below threshold 0.8,unincorporated community Franklin Park
WI,"Black River Falls, Mauston, La Crosse, Holmen, Sparta, Viroqua",1,21,5 distinct places named,multiple,,,1.0,,staged,multiple,list of places
AL,Alpine,1,20,no matching place,place,Alpine,,0.7,,staged,did not resolve,town in Alabama
MD,"3136 Peary Road , Patuxent River, MD 20670",1,20,no matching place,county,St. Mary's County,St. Mary's County,0.9,,staged,county-level,CDP Patuxent River is unincorporated
MD,3600 Cabover Drive Hanover MD 21076,1,20,no matching place,county,Anne Arundel County,Anne Arundel County,0.8,"AL,IL,IN,KS,MA,ME,MI,MN,NE,NH,NJ,NM,NY,OH,PA,VA,WI",staged,county-level,Hanover is an unincorporated CDP within Anne Arundel County
NY,South Ozone Park,1,20,no matching place,place,New York,,0.7,,staged,below threshold 0.8,South Ozone Park is a neighborhood within New York City
RI,North Scituate,1,20,no matching place,place,Scituate,,0.7,,staged,below threshold 0.8,North Scituate is a village in the town of Scituate
IN,Fort Wayne & Indianapolis,1,19,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct cities: Fort Wayne and Indianapolis
MD,"1450 S. Rolling Road Halethorpe, MD 21227",1,19,no matching place,county,Baltimore County,,0.8,,staged,did not resolve,Halethorpe is an unincorporated CDP within Baltimore County
VA,"Hampton, Virginia Beach, Williamsburg & Norfolk VA",1,19,4 distinct places named,multiple,,,1.0,,staged,multiple,"Four distinct places: Hampton, Virginia Beach, Williamsburg, Norfolk"
GA,"1131 Chapel Crossing Rd, Building 681, Glynco, Georgia",1,18,no matching place,place,Glynco,,0.99,,staged,did not resolve,Glynco is a CDP in Georgia
MD,"Arundel Mills Mall 7000 Arundel Mills Circle Hanover, MD 21076",1,18,no matching place,place,Hanover,,0.99,,staged,did not resolve,Hanover is a CDP in Maryland
NV,"Reno/Las Vegas, Washoe/Clark",1,18,2 distinct places named,multiple,,,0.99,,staged,multiple,Names two cities and two counties
IN,Indianapolis And Carmel,1,17,no matching place,multiple,,,0.99,,staged,multiple,Two distinct places named
MD,"133 National Business Parkway, Suite 250 Annapolis Junction, MD 20701",1,17,no matching place,county,Howard County,Howard County,0.9,,staged,county-level,Annapolis Junction is a CDP in Howard County
MD,"1407 Parker Road Halethorpe, MD 21227",1,17,no matching place,county,Baltimore County,,0.9,,staged,did not resolve,Halethorpe is a CDP in Baltimore County
VA,"Galax, Marian, Bristol, Fairlawn, Roanoke VA",1,17,4 distinct places named,multiple,,,0.99,,staged,multiple,Names multiple cities and towns in Virginia
GA,"6900 US-411, Crandall, Georgia",1,15,no matching place,place,Crandall,,0.99,,staged,did not resolve,Town in Murray County
UT,"St. George, Cedar City, Spanish Fork",1,15,3 distinct places named,multiple,,,0.99,,staged,multiple,"Three distinct Utah cities: St. George, Cedar City, Spanish Fork"
WA,Bothell/Redmond,1,15,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct Washington cities: Bothell and Redmond
IN,Lafayette and Indianapolis,1,14,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct Indiana cities: Lafayette and Indianapolis
MD,"Patuxent River, MD",1,14,no matching place,place,Patuxent River,,0.8,,staged,did not resolve,Patuxent River CDP in Maryland
MO,Monett (7) & Joplin (7),1,14,2 distinct places named,multiple,,,0.99,,staged,multiple,Two distinct Missouri cities: Monett and Joplin
ND,"Nationwide (ND locations: Fargo, Bismarck, & Minot)",1,14,2 distinct places named,multiple,,,0.99,,staged,multiple,"Three distinct North Dakota cities: Fargo, Bismarck, Minot"
NJ,HASKELL,1,14,no matching place,place,Haskell,,0.98,,staged,did not resolve,"Haskell is a borough in Passaic County, NJ"
MD,"1701 Twin Springs Road Halethorpe, MD 21227",1,13,no matching place,place,Halethorpe,,0.98,,staged,did not resolve,"Halethorpe is a CDP in Baltimore County, MD"
MD,"NAS Patuxent River Cafeteria 47123 Buse Road #540 Patuxent River, MD 20607",1,13,no matching place,place,Patuxent River,,0.98,,staged,did not resolve,"Patuxent River is a CDP in St. Mary's County, MD"
MD,"Arunde Mills Mall 7000 Arundel Mills Circle Hanover, MD 21076",1,12,no matching place,place,Hanover,,0.9,,staged,did not resolve,"Mall located in Hanover, MD"
NY,Bronx/Brooklyn,1,12,no matching place,multiple,,,1.0,,staged,multiple,Two distinct boroughs: Bronx and Brooklyn
VA,Ridgway VA,1,12,no matching place,place,Ridgeway,,0.7,,staged,below threshold 0.8,"Likely a typo for Ridgeway, VA"
WI,"Suamico, Two Rivers, Seymour, Shawano, Wautoma",1,12,4 distinct places named,multiple,,,1.0,,staged,multiple,Five distinct places listed
MD,"7000 Arundel Mills Circle Space 404 Hanover, MD 21076",1,11,no matching place,place,Hanover,,0.9,,staged,did not resolve,"Address in Hanover, MD"
GA,Townsend,1,10,no matching place,place,Townsend,,0.9,,staged,did not resolve,
MD,"Westview Mall 5816 Baltimore National Pike Catonsville, MD 21228",1,10,no matching place,county,Baltimore County,,0.8,,staged,did not resolve,Catonsville is a CDP in Baltimore County
